鄉鎮市區,交易標的,土地區段位置／建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,單價(元／平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註
東區,建物,中正路181～210號,0,,,,10210,建物1,十層,11,套房,見其他登記事項,鋼筋混凝土造,9603,1房,,1衛,有隔間,有管理組織,9000,1287,,0,0,無
北區,建物,武陵路196巷1弄1～30號,0,,,,10210,建物1,五層,5,華廈,住家用,鋼筋混凝土造,8010,3房,2廳,2衛,有隔間,無管理組織,12000,428,,0,0,無
東區,建物,林森路181～210號,0,,,,10210,建物1,十二層,12,住宅大樓,住家用,鋼筋混凝土造,8406,2房,2廳,1衛,有隔間,有管理組織,15000,841,,0,0,無
東區,建物,中央路245巷31～60號,0,,,,10210,建物1,十一層,11,住宅大樓,見其他登記事項,鋼筋混凝土造,10102,1房,,1衛,有隔間,有管理組織,13636,872,,0,0,無
東區,建物,西大路1～30號,0,,,,10211,建物1,四層,7,華廈,住家用，共同使用部份,鋼筋混凝土造,8305,6房,,2衛,有隔間,無管理組織,27500,523,,0,0,含稅，含二代健保
東區,建物,惠民街94巷1～30號,0,,,,10211,建物1,見其他登記事項,2,透天厝,住家用,鋼筋混凝土造,7507,5房,3廳,3衛,有隔間,無管理組織,27000,590,,0,0,無
東區,建物,關新路19巷61～90號,0,,,,10211,建物1車位1,五層,15,住宅大樓,見其他登記事項,鋼筋混凝土造,9806,3房,2廳,2衛,有隔間,有管理組織,25000,456,一樓,0,0,無
北區,建物,南大路672巷1～30號,0,,,,10211,建物1,四層,5,華廈,住家用,鋼筋混凝土造,8008,3房,2廳,2衛,有隔間,無管理組織,10000,383,,0,0,無
北區,建物,金竹路102巷31～60號,0,,,,10211,建物1,五層,5,公寓,住家用,鋼筋混凝土造,8103,3房,2廳,2衛,有隔間,有管理組織,10000,258,,0,0,無
香山區,建物,中華路四段691～720號,0,,,,10210,建物1,五層,6,套房,見其他登記事項,鋼筋混凝土造,9606,1房,1廳,1衛,有隔間,有管理組織,6000,1088,,0,0,無
東區,建物,中央路245巷31～60號,0,,,,10210,建物1,九層,11,套房,見其他登記事項,鋼筋混凝土造,10102,1房,1廳,1衛,有隔間,有管理組織,19000,1400,,0,0,無
東區,建物,明湖路751～780號,0,,,,10210,建物1,地下二層,4,套房,見其他登記事項,鋼筋混凝土造,9402,1房,1廳,1衛,有隔間,有管理組織,10000,1067,,0,0,無
北區,建物,武陵路151～180號,0,,,,10210,建物1,十層,15,住宅大樓,住家用,鋼筋混凝土造,8501,3房,2廳,2衛,有隔間,無管理組織,15000,690,,0,0,無
東區,建物,中央路245巷31～60號,0,,,,10210,建物1,十層,11,套房,見其他登記事項,鋼筋混凝土造,10102,1房,1廳,1衛,有隔間,有管理組織,18000,1316,,0,0,無
東區,建物,明湖路1229巷1～30號,0,,鄉村區,,10211,建物1,見其他登記事項,5,透天厝,住家用,鋼筋混凝土造,8706,7房,2廳,3衛,有隔間,無管理組織,24000,318,,0,0,無
東區,地+建,關新西街61～90號,200,,,,10210,土地1建物2,見其他登記事項,2,店面,見其他登記事項,見其他登記事項,10203,,,,無隔間,無管理組織,125000,1505,,0,0,建物2門牌
東區,地+建,長春街6巷1～30號,68,住68,,,10210,土地1建物1,見其他登記事項,2,透天厝,住商用,加強磚造,7404,5房,,2衛,有隔間,無管理組織,20000,605,,0,0,無
東區,建物,中央路245巷31～60號,0,,,,10210,建物1,七層,11,套房,見其他登記事項,鋼筋混凝土造,10102,1房,1廳,1衛,有隔間,有管理組織,18000,1392,,0,0,無
東區,建物,高翠路61～90號,0,,,,10210,建物1車位1,五層,6,華廈,,鋼筋混凝土造,9603,2房,1廳,1衛,有隔間,有管理組織,15000,1924,坡道平面,0,0,租金含管理費、網路費、及車位租金
東區,建物,明湖路691～720號,0,,,,10211,建物1車位1,一層,4,套房,見其他登記事項,鋼筋混凝土造,9402,1房,1廳,1衛,有隔間,有管理組織,12000,1400,坡道平面,0,0,總租金含網路、第四台、管理費、車位租金
東區,建物,東區公道五路二段121～150號,0,,,,10210,建物5,十一層,14,廠辦,共同使用部份，見其他登記事項,鋼筋混凝土造,8811,,,,無隔間,有管理組織,439319,952,,0,0,"續約合約, 展延其租賃期間, 合約標的11樓整層, 管委會核算面積461.47坪. 租金＄439,319(未稅), 5戶合併使用, 現行作辦公室使用."
東區,建物,東區公道五路二段121～150號,0,,,,10210,建物2,九層,14,廠辦,見其他登記事項，共同使用部份,鋼筋混凝土造,8811,,,,無隔間,有管理組織,197847,857,,0,0,"兩戶合併使用, 依管委會核算收取管理費之依據面積為230.86坪. 租金＄197,847(未稅), 現行作辦公室使用."
北區,建物,東大路二段61～90號,0,,,,10211,建物1,九層,13,住宅大樓,住家用,鋼筋混凝土造,8502,3房,1廳,1衛,有隔間,有管理組織,13000,584,,0,0,無
北區,建物,光華南街31～60號,0,,,,10211,建物1,NULL,7,華廈,住商用,鋼筋混凝土造,6904,2房,1廳,1衛,有隔間,有管理組織,16000,328,,0,0,租賃層次為地下一層及一樓
東區,建物,北大路121～150號,0,,,,10211,建物1,見其他登記事項,4,透天厝,住商用,鋼筋混凝土造,6701,2房,,2衛,有隔間,無管理組織,28000,418,,0,0,無
北區,建物,江山街1～30號,0,,,,10211,建物1,五層,11,住宅大樓,共同使用部份，見其他登記事項,鋼筋混凝土造,10110,3房,2廳,2衛,有隔間,無管理組織,34091,581,,0,0,無
東區,建物,光復路一段511～540號,0,,,,10211,建物1,四層,14,住宅大樓,住家用,鋼筋混凝土造,8803,4房,2廳,2衛,有隔間,有管理組織,15000,477,,0,0,無
香山區,建物,香北路151～180號,0,,,,10211,建物1,八層,8,華廈,國民住宅,鋼筋混凝土造,8612,4房,2廳,2衛,有隔間,有管理組織,13600,478,,0,0,無
東區,建物,東光路42巷31～60號,0,,,,10211,建物1,四層,4,公寓,住家用,鋼筋混凝土造,,3房,2廳,1衛,有隔間,有管理組織,9000,437,,0,0,無
東區,建物,中華路三段1～30號,0,,,,10211,建物1,十一層,16,辦公商業大樓,,鋼筋混凝土造,8007,,,,無隔間,有管理組織,8636,539,,0,0,無
香山區,建物,中華路五段181～210號,0,,,,10212,建物1,見其他登記事項,2,工廠,見其他登記事項,加強磚造,6308,,,,無隔間,無管理組織,70000,518,,0,0,無
北區,建物,湳雅街219巷1～30號,0,,,,10212,建物1,見其他登記事項,2,透天厝,住家用,加強磚造,7211,5房,2廳,2衛,有隔間,無管理組織,50000,1109,,0,0,無
東區,建物,公道五路二段421～450號,0,,,,10212,建物1車位1,五層,13,住宅大樓,見其他登記事項,鋼筋混凝土造,9511,4房,2廳,2衛,有隔間,有管理組織,35000,596,坡道平面,0,0,無
東區,建物,埔頂二路121～150號,0,,,,10212,建物1車位2,十一層,15,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10011,4房,2廳,2衛,有隔間,有管理組織,35700,474,坡道平面,0,0,續約
北區,建物,中正路391～420號,0,,,,10212,建物1,一層,5,店面,見其他登記事項,鋼筋混凝土造,9208,,,,無隔間,無管理組織,16500,10633,,0,0,出租人為4人，每人每月＄4125
香山區,建物,宮口街33巷3弄1～30號,0,,,,10212,建物1,五層,5,公寓,住家用,鋼筋混凝土造,8110,3房,2廳,2衛,有隔間,無管理組織,11000,324,,0,0,無
東區,建物,金城一路91～120號,0,,,,10211,建物1車位1,六層,13,住宅大樓,見其他登記事項，共同使用部份,見其他登記事項,10007,4房,2廳,2衛,有隔間,有管理組織,21000,322,地下室車位,0,0,無
東區,建物,公道五路二段361～390號,0,,,,10212,建物1車位2,十一層,13,住宅大樓,見其他登記事項,鋼筋混凝土造,9612,4房,2廳,2衛,有隔間,有管理組織,25000,505,地下室平面車位,0,0,無
東區,建物,金山二十三街1～30號,0,,,,10212,建物1,二層,6,華廈,見其他登記事項，停車空間,鋼筋混凝土造,9303,4房,2廳,2衛,有隔間,無管理組織,20000,422,,0,0,無
東區,建物,民享街176巷1～30號,0,,,,10212,建物1,見其他登記事項,4,透天厝,住家用,鋼筋混凝土造,8711,5房,2廳,3衛,有隔間,無管理組織,28000,399,,0,0,無
北區,建物,天府路一段481～510號,0,,,,10212,建物1,三層,14,住宅大樓,見其他登記事項,鋼筋混凝土造,9705,3房,2廳,2衛,有隔間,有管理組織,15000,683,,0,0,租金含管理費
東區,建物,光復路二段155巷10弄1～30號,0,,,,10212,建物1,五層,5,公寓,住家用,鋼筋混凝土造,7905,2房,2廳,1衛,有隔間,無管理組織,10000,359,,0,0,無
東區,建物,中央路245巷31～60號,0,,,,10212,建物1,九層,11,住宅大樓,見其他登記事項,鋼筋混凝土造,10102,1房,1廳,1衛,有隔間,有管理組織,20000,1546,,0,0,租金含管理費及第四台.網路
東區,建物,中央路245巷31～60號,0,,,,10212,建物1,三層,11,住宅大樓,見其他登記事項,鋼筋混凝土造,10102,1房,1廳,1衛,有隔間,有管理組織,18000,1299,,0,0,租金含管理費及第四台.網路
香山區,建物,頂埔路19巷1～30號,0,,,,10212,建物1,四層,7,華廈,,鋼筋混凝土造,9712,2房,2廳,2衛,有隔間,有管理組織,12000,1155,,0,0,租金含管理費.網路.第四台
東區,建物,明湖路751～780號,0,,,,10212,建物1,地下四層,4,套房,見其他登記事項,鋼筋混凝土造,9402,1房,1廳,1衛,有隔間,有管理組織,9000,960,,0,0,租金含管理費.第四台.網路
北區,建物,中正路481～510號,0,,,,10212,建物1車位1,七層,12,住宅大樓,住家用,鋼筋混凝土造,7811,4房,2廳,2衛,有隔間,有管理組織,20000,504,坡道平面,0,0,租金含管理費
東區,建物,寶山路452巷5弄1～30號,0,,,,10212,建物1,見其他登記事項,3,透天厝,住商用,鋼筋混凝土造,8503,6房,2廳,4衛,有隔間,無管理組織,36282,497,,0,0,無
北區,建物,境福街61～90號,0,,,,10212,建物1,二層,7,套房,見其他登記事項,鋼筋混凝土造,9606,1房,1廳,1衛,有隔間,有管理組織,8800,1130,,0,0,租金含管理費.第四台.網路
北區,建物,復興路31～60號,0,,,,10212,建物1,見其他登記事項,2,透天厝,住商用,加強磚造,3310,,,,無隔間,無管理組織,90000,1840,,0,0,無
東區,建物,光復路二段271～300號,0,,,,10212,建物1,十五層,23,辦公商業大樓,商業用，共同使用部份,鋼骨鋼筋混凝土造，鋼筋混凝土造,8303,,,,無隔間,無管理組織,27000,491,,0,0,無
香山區,建物,虎林街123巷12弄1～30號,0,,鄉村區,,10211,建物1,二層,5,公寓,住家用,鋼筋混凝土造,8606,3房,2廳,2衛,有隔間,無管理組織,10000,406,,0,0,無
東區,建物,南大路62巷1～30號,0,,,,10211,建物1,三層,5,公寓,住家用,鋼筋混凝土造,,3房,2廳,2衛,有隔間,無管理組織,12000,396,,0,0,無
東區,建物,中央路245巷31～60號,0,,,,10211,建物1,六層,11,套房,見其他登記事項,鋼筋混凝土造,10102,1房,1廳,1衛,有隔間,有管理組織,18500,1353,,0,0,租金含第四台及網路
東區,建物,中央路245巷31～60號,0,,,,10211,建物1,十層,11,套房,見其他登記事項,鋼筋混凝土造,10102,1房,1廳,1衛,有隔間,有管理組織,18000,1316,,0,0,租金含網路.第四台及管理費
北區,建物,經國路二段151～180號,0,,,,10211,建物1,四層,10,套房,,鋼筋混凝土造,9707,1房,1廳,1衛,有隔間,有管理組織,14300,1639,,0,0,租金含管理費.網路及第四台
北區,建物,經國路一段811～840號,0,,,,10211,建物1,六層,12,套房,住家用,鋼筋混凝土造,8508,1房,1廳,1衛,有隔間,有管理組織,6000,588,,0,0,租金含管理費
東區,建物,振興路48巷15弄1～30號,0,,,,10211,建物1,五層,5,套房,見其他登記事項,鋼筋混凝土造,9604,1房,1廳,1衛,有隔間,有管理組織,8500,1366,,0,0,租金含管理費及第四台.網路
東區,建物,四維路1～30號,0,,,,10211,建物1,十二層,12,套房,住家用,鋼筋混凝土造,8007,1房,1廳,1衛,有隔間,有管理組織,6500,805,,0,0,無
東區,建物,世界街31～60號,25.06,住25.06,,,10211,建物1,七層,14,住宅大樓,見其他登記事項,鋼筋混凝土造,9806,2房,2廳,1衛,有隔間,有管理組織,35000,968,,0,0,無
東區,建物,東門街34巷1～30號,0,,,,10211,建物1,十層,25,住宅大樓,見其他登記事項,鋼筋混凝土造,10110,3房,2廳,2衛,有隔間,有管理組織,35000,1104,,0,0,無
東區,地+建,田美三街５巷31～60號,16.99,住16.99,,,10211,土地1建物1,三層,5,華廈,住商用,鋼筋混凝土造,7909,4房,2廳,2衛,有隔間,無管理組織,13000,1089,,0,0,無
東區,建物,食品路１８０巷1～30號,0,,,,10212,建物1,五層,6,套房,住家用,鋼筋混凝土造,8202,1房,1廳,1衛,有隔間,有管理組織,11000,674,,0,0,無
香山區,建物,香北路181～210號,0,,,,10212,建物1,一層,7,華廈,見其他登記事項,鋼筋混凝土造,8612,3房,2廳,2衛,有隔間,有管理組織,13000,467,,0,0,無
東區,建物,自由路６６巷1～30號,0,,,,10212,建物1,三層,7,華廈,住家用,鋼筋混凝土造,8707,3房,2廳,2衛,有隔間,無管理組織,11000,389,,0,0,無
香山區,建物,牛浦東路271～300號,0,,,,10212,建物1,見其他登記事項,2,店面,見其他登記事項,見其他登記事項,8508,1房,3廳,3衛,有隔間,無管理組織,75000,927,,0,0,無
東區,建物,三民路61～90號,110.91,住110.91,,,10212,建物1,二十三層,24,住宅大樓,見其他登記事項,鋼筋混凝土造,9707,3房,2廳,2衛,有隔間,無管理組織,55113,1643,,0,0,無
東區,建物,中正路96巷1～30號,52.24,住52.24,,,10212,建物1,六層,7,華廈,見其他登記事項,鋼筋混凝土造,9712,2房,2廳,2衛,有隔間,無管理組織,35000,2215,,0,0,無
北區,建物,英明街1～30號,18.55,住18.55,,,10212,建物1,六層,8,套房,,鋼筋混凝土造,9511,1房,1廳,1衛,有隔間,無管理組織,17500,3119,,0,0,無
東區,建物,中正路96巷1～30號,0,,,,10212,建物1,六層,10,華廈,,鋼筋混凝土造,9712,2房,1廳,1衛,有隔間,有管理組織,17778,2429,,0,0,無
北區,建物,中和路136巷1～30號,0,,,,10212,建物1,二層,4,公寓,住家用,鋼筋混凝土造,,3房,2廳,2衛,有隔間,無管理組織,11000,384,,0,0,無
北區,建物,四維路61～90號,0,,,,10212,建物1,二層,12,住宅大樓,住家用,鋼筋混凝土造,8505,3房,2廳,2衛,有隔間,有管理組織,13000,495,,0,0,無
北區,建物,水田街50巷1～30號,0,,,,10212,建物1,一層,5,套房,住家用,鋼筋混凝土造,8012,1房,,1衛,有隔間,無管理組織,7000,920,,0,0,無
東區,建物,中央路151～180號,0,,,,10301,建物1,十三層,29,住宅大樓,見其他登記事項,鋼筋混凝土造,9611,3房,2廳,2衛,有隔間,有管理組織,44000,1462,,0,0,無
東區,建物,東區埔頂二路121～150號,0,,,,10212,建物1車位2,十二層,15,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10011,4房,2廳,2衛,有隔間,有管理組織,40000,653,坡道平面,0,0,無
東區,建物,光復路一段89巷121～150號,0,,,,10212,建物1車位1,五層,14,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8801,2房,2廳,1衛,有隔間,有管理組織,14000,770,坡道平面,0,0,租金含管理費
東區,建物,振興一街61～90號,0,,,,10212,建物1,五層,5,華廈,住家用,鋼筋混凝土造,8106,3房,2廳,2衛,有隔間,無管理組織,11000,470,,0,0,無
北區,建物,武陵路240巷1～30號,0,,,,10212,建物1,四層,5,公寓,住家用,鋼筋混凝土造,7306,3房,2廳,2衛,有隔間,無管理組織,10000,540,,0,0,無
北區,建物,和福街31～60號,0,,,,10212,建物1,三層,6,華廈,住家用,鋼筋混凝土造,,2房,2廳,1衛,有隔間,無管理組織,7500,534,,0,0,無
東區,建物,建功一路121～150號,0,,,,10212,建物1,九層,12,住宅大樓,國民住宅,鋼筋混凝土造,8704,3房,2廳,2衛,有隔間,有管理組織,14000,511,,0,0,無
北區,建物,竹光路35巷1～30號,0,,,,10212,建物1,一層,5,公寓,住家用,鋼筋混凝土造,7810,3房,2廳,2衛,有隔間,有管理組織,16000,497,,0,0,無
東區,建物,自由路1～30號,162,住162,,,10212,建物1,見其他登記事項,2,透天厝,住家用,加強磚造,,2房,,1衛,有隔間,無管理組織,15000,621,,0,0,無
東區,建物,綠水路61～90號,0,,,,10212,建物1,十二層,14,住宅大樓,見其他登記事項,鋼筋混凝土造,9409,4房,2廳,2衛,有隔間,有管理組織,28000,584,,0,0,無
東區,建物,建美路31～60號,0,,,,10301,建物1,見其他登記事項,4,透天厝,見其他登記事項,鋼筋混凝土造,9809,4房,2廳,3衛,有隔間,有管理組織,40000,444,,0,0,無
東區,建物,花園街31～60號,0,,,,10212,,三層,5,透天厝,住商用,鋼筋混凝土造,8109,,,,無隔間,無管理組織,10000,445,,0,0,無
東區,地+建,東門街34巷1～30號,10.05,商10.05,,,10301,土地1建物1,十九層,20,住宅大樓,見其他登記事項,鋼筋混凝土造,10110,3房,2廳,1衛,有隔間,無管理組織,45000,1186,,0,0,無
東區,建物,中華路三段91～120號,0,,,,10301,建物1,五層,10,套房,,鋼筋混凝土造,9709,1房,1廳,1衛,有隔間,有管理組織,10000,1511,,0,0,租金含管理費.網路及第四台
東區,建物,四維路1～30號,0,,,,10301,建物1,十二層,12,套房,住家用,鋼筋混凝土造,8007,,,,無隔間,有管理組織,6500,886,,0,0,租金含管理費及網路.第四台
東區,建物,明湖路751～780號,0,,,,10301,建物1,地下一層,4,套房,見其他登記事項,鋼筋混凝土造,9402,,,,無隔間,有管理組織,9000,960,,0,0,租金含網路及第四台
東區,建物,明湖路721～750號,0,,,,10301,建物1,地下一層,4,套房,見其他登記事項,鋼筋混凝土造,9402,,,,無隔間,有管理組織,9500,1014,,0,0,租金含管理費及第四台.網路
東區,建物,高翠路210巷1弄1～30號,0,,,,10301,建物1,見其他登記事項,2,透天厝,住家用,加強磚造,,3房,3廳,2衛,有隔間,無管理組織,17000,434,,0,0,無
東區,建物,明湖路393巷25弄1～30號,0,,,,10301,建物1,一層,10,華廈,住家用,鋼筋混凝土造,8210,3房,2廳,2衛,有隔間,有管理組織,16000,523,,0,0,無
北區,建物,湳雅街211～240號,0,,,,10301,建物1,四層,7,華廈,住家用,鋼筋混凝土造,8209,2房,2廳,1衛,有隔間,無管理組織,7500,452,,0,0,無
北區,建物,金竹路86巷1～30號,0,,,,10301,建物1,四層,13,住宅大樓,見其他登記事項,鋼筋混凝土造,10003,2房,2廳,1衛,有隔間,有管理組織,16000,816,,0,0,無
